origin_destination_airport,ratio_distance_inefficiency,ratio_ccd_fuel_inefficiency
LEMD-OEJN,1.0291,1.0421
LEMD-OJAI,1.0247,1.0011
LEMD-OLBA,1.0281,1.0635
LEMD-OMAA,1.0454,1.025
LEMD-OTHH,1.0769,1.0033
LEMD-RJAA,1.0209,1.0522
LEMD-RKSI,1.0285,1.0621
LEMD-SAEZ,1.0178,1.1218
LEMD-SBGL,1.0185,1.1278
LEMD-SBGR,1.0195,1.143
LEMD-SBRF,1.0135,1.1343
LEMD-SBSV,1.0181,1.1407
LEMD-SCEL,1.0159,1.148
LEMD-SEGU,1.018,1.1081
LEMD-SEQM,1.0179,1.1289
LEMD-SGAS,1.0175,1.1267
LEMD-SKBO,1.0303,1.1289
LEMD-SKCL,1.029,1.1028
LEMD-SKRG,1.017,1.1099
LEMD-SLCB,1.0195,1.1193
LEMD-SLVR,1.0172,1.1205
LEMD-SPJC,1.0162,1.1136
LEMD-SUMU,1.0135,1.12
LEMD-SVMI,1.0113,1.0808
LEMD-TJSJ,1.0145,1.1496
LEMD-UKBB,1.0204,1.0421
LEMD-UUDD,1.0415,1.1079
LEMD-UUEE,1.0374,1.0709
LEMD-VIDP,1.0775,1.0026
LEMD-ZBAA,1.0143,1.0618
LEMD-ZGSZ,1.0255,1.067
LEMD-ZSPD,1.02,1.0417
LEMG-CYUL,1.0235,1.2199
LEMG-DAAG,1.0357,1.0297
LEMG-EBAW,1.0414,1.1601
LEMG-EBBR,1.0618,1.1574
LEMG-EBCI,1.0629,1.108
LEMG-EBOS,1.0385,1.1253
LEMG-EDDB,1.0728,1.14
LEMG-EDDF,1.1049,1.1215
LEMG-EDDH,1.0577,1.1082
LEMG-EDDK,1.0681,1.1199
LEMG-EDDL,1.0685,1.1639
LEMG-EDDM,1.0661,1.0991
LEMG-EDDN,1.0443,1.0708
LEMG-EDDS,1.0803,1.1481
LEMG-EDDW,1.0449,1.0815
LEMG-EDFH,1.0936,1.1418
LEMG-EDJA,1.0536,1.0811
LEMG-EDLV,1.0705,1.1111
LEMG-EDLW,1.0561,1.0979
LEMG-EDSB,1.0706,1.0762
LEMG-EFHK,1.0383,1.0554
LEMG-EGAA,1.0459,1.1576
LEMG-EGAC,1.0536,1.0846
LEMG-EGBB,1.0587,1.138
LEMG-EGCC,1.0575,1.1449
LEMG-EGCN,1.0559,1.1573
LEMG-EGFF,1.0251,1.1159
LEMG-EGGD,1.043,1.1384
LEMG-EGGP,1.0307,1.1426
LEMG-EGGW,1.0466,1.1655
LEMG-EGHH,1.0392,1.0936
LEMG-EGHI,1.0123,1.1048
LEMG-EGKK,1.0498,1.1651
LEMG-EGLC,1.0625,1.1421
LEMG-EGLL,1.0412,1.1258
LEMG-EGMC,1.0431,1.1326
LEMG-EGNM,1.0415,1.105
LEMG-EGNT,1.0329,1.1214
LEMG-EGNX,1.044,1.1115
LEMG-EGPF,1.05,1.1517
LEMG-EGPH,1.0316,1.1181
LEMG-EGPK,1.0495,1.1238
LEMG-EGSS,1.0465,1.1368
LEMG-EGTE,1.0303,1.1253
LEMG-EHAM,1.0447,1.1289
LEMG-EHEH,1.0594,1.1211
LEMG-EHRD,1.0341,1.0749
LEMG-EICK,1.0833,1.2331
LEMG-EIDW,1.0574,1.194
LEMG-EINN,1.0637,1.1671
LEMG-EKBI,1.028,1.0702
LEMG-EKCH,1.0432,1.0825
LEMG-EKYT,1.0219,1.075
LEMG-ELLX,1.0904,1.1187
LEMG-ENBR,1.0304,1.083
LEMG-ENGM,1.0287,1.0748
LEMG-ENHD,1.0275,1.0588
LEMG-ENTO,1.0233,1.0662
LEMG-ENVA,1.0216,1.0473
LEMG-ENZV,1.0252,1.079
LEMG-EPKK,1.0271,1.0356
LEMG-EPMO,1.0698,1.0858
LEMG-EPWA,1.0529,1.0821
LEMG-EPWR,1.0509,1.0531
LEMG-ESGG,1.026,1.072
LEMG-ESKN,1.0284,1.0605
LEMG-ESOW,1.0205,1.0385
LEMG-ESSA,1.0366,1.0833
LEMG-GCFV,1.0486,1.1783
LEMG-GCLP,1.0563,1.1955
LEMG-GCRR,1.056,1.1932
LEMG-GCTS,1.0755,1.2108
LEMG-GCXO,1.068,1.1958
LEMG-GMMN,1.1131,1.4556
LEMG-GMMX,1.0542,1.1852
LEMG-KJFK,1.0182,1.103
LEMG-LBSF,1.026,1.0858
LEMG-LEAS,1.0951,1.1964
LEMG-LEBB,1.0629,1.1711
LEMG-LEBL,1.0952,1.1288
LEMG-LEIB,1.059,1.1288
LEMG-LEMD,1.156,1.363
LEMG-LEPA,1.0819,1.1303
LEMG-LEST,1.1357,1.2193
LEMG-LEXJ,1.0767,1.1649
LEMG-LFBD,1.0843,1.119
LEMG-LFBO,1.0663,1.0836
LEMG-LFLL,1.0575,1.0922
LEMG-LFML,1.0487,1.0618
LEMG-LFPG,1.0672,1.1277
LEMG-LFPO,1.0552,1.0868
LEMG-LFQQ,1.0394,1.0334
LEMG-LFRS,1.0919,1.1889
LEMG-LFSB,1.0811,1.1538
LEMG-LHBP,1.0345,1.0633
LEMG-LIMC,1.0785,1.1282
LEMG-LIME,1.0577,1.0717
LEMG-LIPE,1.0501,1.0602
LEMG-LIPH,1.0453,1.0542
LEMG-LIRF,1.0442,1.0984
LEMG-LIRN,1.0367,1.0395
LEMG-LKPR,1.0564,1.0896
LEMG-LMML,1.0215,1.0745
LEMG-LOWW,1.0465,1.0807
LEMG-LPPR,1.1424,1.3
LEMG-LROP,1.0186,1.0454
LEMG-LSGG,1.0695,1.114
LEMG-LSZH,1.0667,1.0856
LEMG-LTBA,1.0522,1.0584
LEMG-LTFM,1.0386,1.0264
LEMG-LZIB,1.0607,1.0652
LEMG-UUDD,1.0333,1.1044
LEMG-UUEE,1.0424,1.0787
LEMH-EDDF,1.102,1.1521
LEMH-EDDK,1.0771,1.1032
LEMH-EDDL,1.0697,1.1133
LEMH-EGAA,1.081,1.1119
LEMH-EGBB,1.0729,1.1075
LEMH-EGCC,1.0677,1.0991
LEMH-EGCN,1.0743,1.1459
LEMH-EGFF,1.1491,1.1808
LEMH-EGGD,1.1287,1.1905
LEMH-EGGW,1.0739,1.1696
LEMH-EGKK,1.0791,1.1898
LEMH-EGNM,1.0609,1.1107
LEMH-EGNT,1.0479,1.1089
LEMH-EGNX,1.0611,1.1033
LEMH-EGPF,1.053,1.1141
LEMH-EGSS,1.0935,1.1538
LEMH-EHAM,1.0966,1.1254
LEMH-LEAL,1.1698,1.3527
LEMH-LEBB,1.1504,1.2004
LEMH-LEBL,1.1152,1.3633
LEMH-LEMD,1.1155,1.24
LEMH-LEVC,1.1084,1.2955
LEMH-LFBD,1.1988,1.3103
LEMH-LFPG,1.1016,1.1403
LEMH-LFPO,1.0989,1.1219
LEMH-LFSB,1.0627,1.0994
LEMH-LIMC,1.0858,1.1521
LEMH-LIPZ,1.0699,1.0681
LEMH-LIRF,1.063,1.085
LEMI-EBAW,1.0704,1.1688
LEMI-EBCI,1.1202,1.2193
LEMI-EGBB,1.0821,1.1469
LEMI-EGCC,1.076,1.1639
LEMI-EGGD,1.085,1.197
LEMI-EGGW,1.083,1.1493
LEMI-EGHH,1.0713,1.1289
LEMI-EGKK,1.0966,1.2208
LEMI-EGMC,1.0865,1.1855
LEMI-EGNM,1.063,1.107
LEMI-EGNX,1.0717,1.1321
LEMI-EGPK,1.0588,1.1132
LEMI-EGSS,1.0883,1.1589
LEMI-EIDW,1.0496,1.1299
LEMI-ENGM,1.0504,1.0893
LEPA-EBAW,1.1098,1.1757
LEPA-EBBR,1.1405,1.1854
LEPA-EBCI,1.1569,1.1903
LEPA-EDDB,1.0866,1.1711
LEPA-EDDC,1.0709,1.127
LEPA-EDDF,1.1405,1.1865
LEPA-EDDG,1.1044,1.1674
LEPA-EDDH,1.1054,1.1749
LEPA-EDDK,1.1189,1.1736
LEPA-EDDL,1.1149,1.187
LEPA-EDDM,1.1012,1.1548
LEPA-EDDN,1.0751,1.1161
LEPA-EDDP,1.087,1.1577
LEPA-EDDR,1.1177,1.1762
LEPA-EDDS,1.0946,1.1446
LEPA-EDDV,1.0775,1.151
LEPA-EDDW,1.0894,1.1466
LEPA-EDFH,1.1215,1.137
LEPA-EDJA,1.104,1.1143
LEPA-EDLP,1.1149,1.1885
LEPA-EDLV,1.1097,1.1369
LEPA-EDLW,1.1435,1.1932
LEPA-EDSB,1.1143,1.1612
LEPA-EDVK,1.0795,1.1661
LEPA-EFHK,1.0544,1.0965
LEPA-EGAA,1.0466,1.1818
LEPA-EGBB,1.0625,1.1121
LEPA-EGCC,1.0669,1.1502
LEPA-EGCN,1.0861,1.1835
LEPA-EGFF,1.0658,1.1603
LEPA-EGGD,1.0759,1.1694
LEPA-EGGP,1.0621,1.1825
LEPA-EGGW,1.0851,1.2033
LEPA-EGHH,1.0954,1.1483
LEPA-EGKK,1.1127,1.2198
LEPA-EGLC,1.1006,1.1762
LEPA-EGLL,1.0966,1.1318
LEPA-EGMC,1.105,1.1709
LEPA-EGNM,1.0711,1.1259
LEPA-EGNT,1.0688,1.1458
LEPA-EGNX,1.0547,1.1218
LEPA-EGPD,1.043,1.1272
LEPA-EGPF,1.0481,1.1387
LEPA-EGPH,1.055,1.1528
LEPA-EGPK,1.057,1.1394
LEPA-EGSS,1.0908,1.1699
LEPA-EGTE,1.0428,1.1569
LEPA-EHAM,1.1227,1.1997
LEPA-EHEH,1.136,1.1572
LEPA-EHRD,1.093,1.1245
LEPA-EICK,1.0403,1.1525
LEPA-EIDW,1.0475,1.1656
LEPA-EINN,1.0485,1.1559
LEPA-EKBI,1.0828,1.1236
LEPA-EKCH,1.07,1.1092
LEPA-EKYT,1.0722,1.0969
LEPA-ELLX,1.125,1.1313
LEPA-ENBR,1.0426,1.0977
LEPA-ENGM,1.0659,1.1183
LEPA-ENVA,1.0533,1.1217
LEPA-EPKK,1.0449,1.0849
LEPA-EPMO,1.0871,1.1187
LEPA-EPWR,1.0704,1.0855
LEPA-ESGG,1.0781,1.1035
LEPA-ESKN,1.0441,1.0737
LEPA-ESMS,1.077,1.1003
LEPA-ESSA,1.0612,1.116
LEPA-ETNL,1.0644,1.093
LEPA-EYKA,1.0361,1.0513
LEPA-LEAL,1.1575,1.3795
LEPA-LEAS,1.0779,1.265
LEPA-LEBB,1.0657,1.2068
LEPA-LEBL,1.2645,1.5605
LEPA-LECO,1.0624,1.1928
LEPA-LEGR,1.0988,1.2646
LEPA-LEJR,1.0452,1.1592
LEPA-LEMD,1.0799,1.2164
LEPA-LEMG,1.0664,1.1704
LEPA-LEMI,1.0831,1.2646
LEPA-LEST,1.0515,1.1453
LEPA-LEVC,1.0804,1.3392
LEPA-LEVT,1.0992,1.2213
LEPA-LEZG,1.0553,1.3047
LEPA-LEZL,1.0553,1.1563
LEPA-LFBD,1.1149,1.2332
LEPA-LFBO,1.1593,1.3096
LEPA-LFLL,1.1143,1.1815
LEPA-LFML,1.1415,1.2491
LEPA-LFMN,1.1435,1.255
LEPA-LFOB,1.1157,1.1374
LEPA-LFPG,1.155,1.1941
LEPA-LFPO,1.1203,1.1911
LEPA-LFRS,1.0572,1.1327
LEPA-LFSB,1.1132,1.1812
LEPA-LIMC,1.1057,1.2047
LEPA-LIME,1.1029,1.1103
LEPA-LIPE,1.1013,1.0912
LEPA-LIPZ,1.0859,1.1173
LEPA-LIRA,1.0477,1.0943
LEPA-LIRF,1.0717,1.1597
LEPA-LIRN,1.0704,1.1379
LEPA-LKPR,1.0715,1.1063
LEPA-LOWG,1.0487,1.1153
LEPA-LOWL,1.0719,1.166
LEPA-LOWS,1.1012,1.153
LEPA-LOWW,1.0651,1.1272
LEPA-LPPR,1.0562,1.1402
LEPA-LPPT,1.0767,1.2325
LEPA-LSGG,1.1768,1.2029
LEPA-LSZH,1.1223,1.1527
LEPA-LZIB,1.0683,1.073
LEPA-ULLI,1.0538,1.0991
LEPA-UUDD,1.0603,1.0884
LEPA-UUEE,1.0554,1.1326
LEPA-UUWW,1.0455,1.053
LEPP-EDDF,1.1622,1.1818
LERS-EBCI,1.1413,1.1705
LERS-EDFH,1.1977,1.2021
LERS-EGAA,1.0597,1.1052
LERS-EGBB,1.0679,1.1106
LERS-EGCC,1.0826,1.1617
LERS-EGGP,1.0766,1.147
LERS-EGKK,1.1113,1.1755
LERS-EGMC,1.1037,1.1475
LERS-EGNM,1.0529,1.0961
LERS-EGNT,1.0505,1.1223
LERS-EGNX,1.0473,1.0801
LERS-EGPF,1.0573,1.1226
LERS-EGPH,1.0376,1.1207
LERS-EGSS,1.0928,1.1483
LERS-EHAM,1.101,1.2225
LERS-EHEH,1.1325,1.1699
LERS-EIDW,1.1004,1.1787
LERS-EINN,1.0575,1.1593
LESO-LEBL,1.1813,1.3179
LEST-EBBR,1.0403,1.0536
LEST-EDDF,1.048,1.0603
LEST-EDFH,1.0376,1.0159
LEST-EGKK,1.04,1.0542
LEST-EGSS,1.0563,1.0499
LEST-EHAM,1.0436,1.0834
LEST-EIDW,1.0724,1.1999
LEST-GCFV,1.0484,1.1472
LEST-GCLP,1.0559,1.1092
LEST-GCRR,1.0487,1.0875
LEST-GCTS,1.0422,1.0885
LEST-GCXO,1.0254,1.1163
LEST-LEAL,1.0489,1.0163
LEST-LEBL,1.0834,1.0736
LEST-LEMD,1.1121,1.1543
LEST-LEMG,1.1355,1.1293
LEST-LEPA,1.1298,1.0947
LEST-LEVC,1.064,1.0577
LEST-LEVT,1.07,1.0717
LEST-LEZL,1.2287,1.1951
LEST-LFPG,1.0461,1.0462
LEST-LFSB,1.0684,1.0683
LEST-LIMC,1.0802,1.067
LEST-LIME,1.0874,1.0346
LEST-LSGG,1.1145,1.0819
LEST-LSZH,1.0758,1.0813
LEVC-DAAG,1.0635,1.1353
LEVC-EBBR,1.1262,1.1744
LEVC-EBCI,1.1179,1.15
LEVC-EDDB,1.0691,1.1186
LEVC-EDDF,1.1507,1.1966
LEVC-EDDH,1.1079,1.1634
LEVC-EDDK,1.1434,1.1739
LEVC-EDDL,1.1477,1.2357
LEVC-EDDM,1.0874,1.1587
LEVC-EDDS,1.0886,1.1456
LEVC-EDLV,1.1099,1.1359
LEVC-EGCC,1.1193,1.2053
LEVC-EGGD,1.112,1.1718
LEVC-EGGW,1.0946,1.2389
LEVC-EGKK,1.1046,1.2269
LEVC-EGLL,1.0951,1.1879
LEVC-EGNX,1.0595,1.1079
LEVC-EGPH,1.0755,1.1694
LEVC-EGSS,1.0923,1.1749
LEVC-EHAM,1.0653,1.1314
LEVC-EHEH,1.1095,1.1503
LEVC-EHRD,1.0617,1.068
LEVC-EIDW,1.1094,1.2305
LEVC-EKCH,1.0704,1.1008
LEVC-EPKK,1.0699,1.0861
LEVC-EPMO,1.0658,1.0755
LEVC-GCFV,1.0378,1.1371
LEVC-GCLP,1.0435,1.1594
LEVC-GCRR,1.0361,1.1302
LEVC-GCTS,1.0564,1.1644
LEVC-GCXO,1.0312,1.1922
LEVC-GMFF,1.0277,1.1058
LEVC-GMMX,1.0432,1.1092
LEVC-GMTT,1.0456,1.1308
LEVC-LEBB,1.2358,1.3582
LEVC-LEBL,1.2108,1.4617
LEVC-LECO,1.0727,1.2981
LEVC-LEIB,1.148,1.3508
LEVC-LEMH,1.076,1.2136
LEVC-LEPA,1.1601,1.3843
LEVC-LEST,1.0275,1.1028
LEVC-LEVT,1.214,1.3854
LEVC-LEXJ,1.1656,1.3097
LEVC-LEZL,1.0739,1.2196
LEVC-LFBD,1.1618,1.2611
LEVC-LFML,1.0767,1.142
LEVC-LFOB,1.0877,1.1143
LEVC-LFPG,1.123,1.1568
LEVC-LFPO,1.0949,1.114
LEVC-LFRS,1.1069,1.1379
LEVC-LHBP,1.0707,1.073
LEVC-LIBD,1.0283,1.0198
LEVC-LICJ,1.0637,1.0505
LEVC-LIEE,1.1471,1.1188
LEVC-LIMC,1.0885,1.0963
LEVC-LIME,1.0676,1.0646
LEVC-LIMF,1.1188,1.1094
LEVC-LIPE,1.0492,1.0561
LEVC-LIPH,1.0929,1.0909
LEVC-LIPQ,1.0802,1.0734
LEVC-LIRA,1.0394,1.0408
LEVC-LIRF,1.0654,1.11
LEVC-LIRN,1.0419,1.0372
LEVC-LIRP,1.0451,1.054
LEVC-LKPR,1.0646,1.1107
LEVC-LMML,1.044,1.0213
LEVC-LOWW,1.0592,1.0799
LEVC-LPPR,1.0867,1.1913
LEVC-LPPT,1.1046,1.2112
LEVC-LRCL,1.0455,1.0929
LEVC-LROP,1.0339,1.057
LEVC-LRTR,1.0451,1.0943
LEVC-LSZH,1.1082,1.1319
LEVC-LTBA,1.0304,1.0476
LEVC-LTFM,1.0296,1.0368
LEVC-UUEE,1.0441,1.1174
LEVD-LEBL,1.1118,1.0745
LEVD-LEZL,1.1239,1.0853
LEVT-EDDP,1.0797,1.0552
LEVT-EGNX,1.0305,1.0572
LEVT-GCTS,1.0425,1.118
LEVT-LEAL,1.1283,1.4031
LEVT-LEZL,1.0606,1.1286
LEVT-LIME,1.1001,1.0415
LEVT-LPPT,1.0889,1.1575
LEVX-LEBL,1.0758,1.0924
LEVX-LEMD,1.1314,1.2185
LEXJ-EBCI,1.0776,1.0703
LEXJ-EDDB,1.0599,1.0551
LEXJ-EGPH,1.0275,1.0889
LEXJ-EGSS,1.064,1.1066
LEXJ-EIDW,1.0545,1.1167
LEXJ-GCLP,1.0433,1.1483
LEXJ-GCTS,1.0437,1.1275
LEXJ-GMMX,1.0446,1.0686
LEXJ-LEBL,1.0944,1.1669
LEXJ-LEMD,1.2693,1.4253
LEXJ-LEMG,1.0658,1.1403
LEXJ-LEVC,1.1792,1.2102
LEXJ-LHBP,1.0664,1.0816
LEXJ-LIME,1.1185,1.0788
LEXJ-LIRA,1.0564,1.0254
LEZG-EBCI,1.1276,1.1021
LEZG-EGSS,1.1051,1.1388
LEZG-LEPA,1.2585,1.3279
LEZG-LIME,1.1591,1.0962
LEZG-LRCL,1.0494,1.0647
LEZG-LROP,1.0454,1.0392
LEZG-OERK,1.0311,0.9684
LEZL-EBBR,1.0448,1.1304
LEZL-EBCI,1.0511,1.0926
LEZL-EBLG,1.0526,1.0564
LEZL-EDDB,1.0618,1.1039
LEZL-EDDF,1.0918,1.1386
LEZL-EDDH,1.0439,1.0994
LEZL-EDDK,1.0415,1.0942
LEZL-EDDM,1.0754,1.13
LEZL-EDJA,1.0506,1.0771
LEZL-EDSB,1.0681,1.0834
LEZL-EGCC,1.0629,1.1493
LEZL-EGGD,1.0556,1.138
LEZL-EGGW,1.0477,1.1769
LEZL-EGKK,1.0563,1.1612
LEZL-EGNX,1.0356,1.0799
LEZL-EGPH,1.0441,1.1412
LEZL-EGSS,1.0524,1.1295
LEZL-EHAM,1.034,1.1055
LEZL-EHEH,1.046,1.0962
LEZL-EIDW,1.0713,1.1535
LEZL-EKCH,1.0281,1.0554
LEZL-ELLX,1.0597,1.0991
LEZL-EPKK,1.0429,1.0455
LEZL-EPMO,1.0574,1.0615
LEZL-GCFV,1.0359,1.1308
LEZL-GCLP,1.0509,1.152
LEZL-GCRR,1.0372,1.1207
LEZL-GCTS,1.0782,1.1547
LEZL-GCXO,1.0358,1.1522
LEZL-GMFF,1.0647,1.2605
LEZL-GMME,1.0693,1.2504
LEZL-GMMX,1.0683,1.1468
LEZL-GMTT,1.2305,1.5093
LEZL-LEAL,1.1209,1.2019
LEZL-LEBB,1.0664,1.1609
LEZL-LEBL,1.1422,1.1619
LEZL-LECO,1.1386,1.2387
LEZL-LEIB,1.0837,1.1392
LEZL-LEMD,1.1268,1.3097
LEZL-LEPA,1.1033,1.1371
LEZL-LEST,1.0989,1.1856
LEZL-LEVC,1.1137,1.2002
LEZL-LEVD,1.1045,1.1931
LEZL-LEVT,1.0336,1.1321
LEZL-LFBD,1.0608,1.0764
LEZL-LFBO,1.0832,1.0952
LEZL-LFLL,1.0557,1.0798
LEZL-LFML,1.0855,1.0687
LEZL-LFMN,1.0696,1.123
LEZL-LFOB,1.0405,1.0672
LEZL-LFPG,1.0491,1.114
LEZL-LFPO,1.0435,1.0809
LEZL-LFRS,1.0468,1.0991
LEZL-LFSB,1.0546,1.1263
LEZL-LHBP,1.0484,1.0564
LEZL-LIBD,1.03,1.0391
LEZL-LICC,1.0672,1.0629
LEZL-LIEE,1.1115,1.0942
LEZL-LIMC,1.0834,1.0946
LEZL-LIME,1.0759,1.083
LEZL-LIPE,1.0559,1.0667
LEZL-LIPH,1.0457,1.0675
LEZL-LIPX,1.0366,1.0452
LEZL-LIPZ,1.0488,1.1365
LEZL-LIRA,1.0358,1.0647
LEZL-LIRF,1.0448,1.0739
LEZL-LIRN,1.0421,1.0586
LEZL-LIRP,1.0694,1.0607
LEZL-LMML,1.0346,1.0252
LEZL-LOWW,1.0521,1.1345
LEZL-LPPR,1.1605,1.2959
LEZL-LPPT,1.2088,1.5137
LEZL-LSGG,1.0648,1.1071
LEZL-LSZH,1.0666,1.1609
LFBD-CYUL,1.0287,1.1315
LFBD-DAAG,1.0543,1.0621
LFBD-DAOO,1.079,1.1129
LFBD-DTTA,1.0592,1.0907
LFBD-EBBR,1.0947,1.1277
LFBD-EBCI,1.1205,1.1622
LFBD-EDDB,1.0801,1.1176
LFBD-EDDF,1.1449,1.1886
LFBD-EDDH,1.0717,1.1132
LFBD-EDDK,1.0756,1.0753
LFBD-EDDL,1.0703,1.1513
LFBD-EDDM,1.1092,1.136
LFBD-EGCC,1.0697,1.1437
LFBD-EGGD,1.0962,1.2126
LFBD-EGGP,1.0762,1.1488
LFBD-EGGW,1.0897,1.209
LFBD-EGKK,1.1111,1.2169
LFBD-EGMC,1.1065,1.1764
LFBD-EGPH,1.0361,1.0977
LFBD-EGSS,1.0965,1.1659
LFBD-EHAM,1.0483,1.0667
LFBD-EIDW,1.0469,1.1898
LFBD-EKCH,1.0423,1.068
LFBD-ELLX,1.1118,1.2239
LFBD-ENGM,1.0216,1.0658
LFBD-EPKK,1.0931,1.0878
LFBD-GCRR,1.0338,1.1834
LFBD-GCTS,1.0575,1.1924
LFBD-GMFF,1.0328,1.0919
LFBD-GMMI,1.0403,1.1828
LFBD-GMMN,1.0555,1.1383
LFBD-GMMX,1.051,1.1476
LFBD-GMMZ,1.0291,1.0543
LFBD-GMTT,1.049,1.1153
LFBD-LEAL,1.1249,1.182
LFBD-LEBL,1.1549,1.2775
LFBD-LEMD,1.1421,1.2306
LFBD-LEMG,1.0671,1.1376
LFBD-LEPA,1.0999,1.1603
LFBD-LEVC,1.2022,1.2367
LFBD-LEZL,1.0302,1.065
LFBD-LFKB,1.0404,1.0862
LFBD-LFKJ,1.019,1.0705
LFBD-LFLL,1.1276,1.2452
LFBD-LFML,1.0586,1.1542
LFBD-LFMN,1.0661,1.1368
LFBD-LFPG,1.1408,1.2488
LFBD-LFPO,1.1081,1.2484
LFBD-LFQQ,1.0465,1.1268
LFBD-LFRB,1.0815,1.1983
LFBD-LFSB,1.0634,1.17
LFBD-LFST,1.0674,1.1477
LFBD-LGAV,1.0319,1.0786
LFBD-LGIR,1.0274,1.0716
LFBD-LHBP,1.0643,1.0569
LFBD-LIBD,1.0285,1.0184
LFBD-LICC,1.0286,1.0689
LFBD-LICJ,1.0303,1.0386
LFBD-LIMC,1.1078,1.1285
LFBD-LIME,1.1081,1.0788
LFBD-LIPH,1.0831,1.0623
LFBD-LIPZ,1.0743,1.0745
LFBD-LIRA,1.0311,0.9845
LFBD-LIRN,1.0535,1.0361
LFBD-LKPR,1.1256,1.1225
LFBD-LLBG,1.0133,1.059
LFBD-LMML,1.0375,1.0931
LFBD-LPFR,1.0522,1.1523
LFBD-LPPR,1.1239,1.2015
LFBD-LPPT,1.0794,1.1728
LFBD-LSGG,1.1686,1.2512
LFBD-LSZH,1.1468,1.2033
LFBD-LTFM,1.0485,1.0517
LFBD-UUDD,1.0585,1.0966
LFBE-EBCI,1.1498,1.1509
LFBE-EGSS,1.1183,1.1592
LFBE-EHRD,1.0564,1.0556
LFBH-EBCI,1.1144,1.1162
LFBH-EGKK,1.1216,1.247
LFBH-EGSS,1.0987,1.16
LFBH-EIDW,1.0665,1.1177
LFBH-LPPR,1.0818,1.1313
LFBI-EGSS,1.1731,1.2584
LFBL-EGCC,1.1816,1.2796
LFBL-EGGD,1.1904,1.2768
LFBL-EGNX,1.0876,1.1427
LFBL-EGSS,1.1503,1.2807
LFBO-CYUL,1.026,1.1936
LFBO-DAAG,1.0334,1.0952
LFBO-DAOO,1.0539,1.1141
LFBO-DTTA,1.0915,1.1228
LFBO-EBBR,1.1425,1.1682
LFBO-EBCI,1.1649,1.174
LFBO-EDDB,1.0676,1.0774
LFBO-EDDF,1.1804,1.2278
LFBO-EDDM,1.0636,1.1045
LFBO-EDHI,1.1234,1.1818
LFBO-EGGD,1.0972,1.1943
LFBO-EGGW,1.0934,1.1579
LFBO-EGKK,1.1326,1.2177
LFBO-EGLL,1.1172,1.1954
LFBO-EGPH,1.0297,1.096
LFBO-EGSS,1.1068,1.1429
LFBO-EHAM,1.0744,1.0863
LFBO-EIDW,1.0413,1.1787
LFBO-GCTS,1.0624,1.2035
LFBO-GMFF,1.0378,1.1042
LFBO-GMMN,1.0542,1.1389
LFBO-GMMX,1.0356,1.1416
LFBO-LEBL,1.1687,1.3592
LFBO-LEMD,1.1169,1.1994
LFBO-LEMG,1.0694,1.1381
LFBO-LEPA,1.1052,1.2452
LFBO-LEZL,1.0541,1.0997
LFBO-LFKB,1.0496,1.1115
LFBO-LFKJ,1.035,1.1426
LFBO-LFLL,1.0742,1.2043
LFBO-LFML,1.097,1.1821
LFBO-LFMN,1.0734,1.1764
LFBO-LFPG,1.1805,1.2396
LFBO-LFPO,1.1318,1.2163
LFBO-LFQQ,1.0712,1.1314
LFBO-LFRB,1.0403,1.1413
LFBO-LFRK,1.0296,1.1313
LFBO-LFRS,1.0669,1.2309
LFBO-LFSB,1.1202,1.1942
LFBO-LFST,1.0988,1.1518
LFBO-LGAV,1.0332,1.0699
LFBO-LICC,1.0483,1.0959
LFBO-LICJ,1.0552,1.061
LFBO-LIMC,1.094,1.1604
LFBO-LIPZ,1.0813,1.0677
LFBO-LIRF,1.0669,1.0487
LFBO-LIRN,1.0803,1.0547
LFBO-LKPR,1.068,1.0955
LFBO-LMML,1.0516,1.0448
LFBO-LPFR,1.0777,1.1656
LFBO-LPPR,1.0541,1.1563
LFBO-LPPT,1.0772,1.1452
LFBO-LSGG,1.0982,1.1719
LFBO-LTBA,1.0354,1.0455
LFBO-LTFM,1.0424,1.0595
LFBP-GMMX,1.0675,1.1412
LFBP-LFPG,1.1069,1.1249
LFBP-LFPO,1.1074,1.1791
LFBT-EGSS,1.0857,1.112
LFBT-EIDW,1.0473,1.0946
LFBT-EPKK,1.0278,1.0115
LFBT-LFPO,1.0969,1.1979
LFBT-LIME,1.0986,1.0813
LFBT-LIRA,1.0482,0.9693
LFBT-LPPT,1.1002,1.1559
LFBZ-EBCI,1.0954,1.1037
LFBZ-EGKK,1.0924,1.1451
LFBZ-EGSS,1.0709,1.1139
LFBZ-EIDW,1.0794,1.139
LFBZ-LFLL,1.0941,1.167
LFBZ-LFPG,1.093,1.1669
LFBZ-LFPO,1.0795,1.1528
LFBZ-LFQQ,1.0368,1.0705
LFCK-LFPO,1.1698,1.3282
LFCR-EBCI,1.2392,1.2229
LFCR-LFPO,1.1884,1.3129
LFGJ-GMMX,1.0226,1.0852
LFGJ-LPPR,1.0663,1.1314
LFJL-DAAG,1.0298,1.091
LFJL-GMMN,1.0785,1.1854
LFJL-LFLL,1.0788,1.3012
LFKB-EBCI,1.071,1.1865
LFKB-EDDK,1.0562,1.107
LFKB-EGSS,1.0949,1.2166
LFKB-LFBD,1.0567,1.17
LFKB-LFBO,1.0526,1.1815
